Email ID,Sender,Email Summary,Issue Type,Ideal Reply
185,Help MocoQueen <help@mocoqueen.com>,"Dear Malis,  Thank you for reaching out regarding your order. I apologize for the inconvenience caused by the delay in your shipment.  We have reviewe",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
186,Help MocoQueen <help@mocoqueen.com>,"Dear Andrew,  We have processed a refund for your order. The refund will be credited back to the original payment method used for your purchase.  Typi",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
187,Help MocoQueen <help@mocoqueen.com>,"Dear Taylor,  No worries at all! 😊 We totally understand, and we’re happy to help.  We have reactivated your discount code *123046-Return*, and it wil",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
188,Help MocoQueen <help@mocoqueen.com>,"Dear Shopping,  Thank you for reaching out, and we truly appreciate your patience! 😊  After checking your order, we noticed that you placed it on *May",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
189,Help MocoQueen <help@mocoqueen.com>,"Dear Jennifer,  Thank you for bringing this matter to our attention, and we sincerely apologize for the inconvenience caused by the issue you have exp",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
190,Help MocoQueen <help@mocoqueen.com>,"Dear Campbell,  Thank you so much for reaching out and for your support of our lenses! 😊 We really appreciate your enthusiasm and your willingness to",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
191,Help MocoQueen <help@mocoqueen.com>,"Dear Jolene,  Thank you so much for getting back to us, and I truly appreciate your patience. I'm very sorry again for the delay in communication and",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
192,Help MocoQueen <help@mocoqueen.com>,"Dear Beth,  Thank you for reaching out regarding your order. I apologize for the inconvenience caused by the delay in your shipment.  We have reviewed",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
193,Help MocoQueen <help@mocoqueen.com>,"Dear Chance,  I'm truly sorry to hear about your experience, and I completely understand how frustrating this must be for you — especially with the de",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
194,Help MocoQueen <help@mocoqueen.com>,"Dear Paige,  Thank you so much for your message— we completely understand how important it is to receive your lenses in time for your convention! 😊  W",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
195,Help MocoQueen <help@mocoqueen.com>,"Dear Njoki,  Thank you for reaching out to us. We apologize for the inconvenience caused .  To assist you further, could you please provide us with yo",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
196,Help MocoQueen <help@mocoqueen.com>,"Dear Marilyn,  Thank you for ordering our products. We have checked your order number 136615 and found that the shipment has been returned to our ware",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
197,Help MocoQueen <help@mocoqueen.com>,"Dear Kyra,  Thank you for reaching out to us. We apologize for the inconvenience caused .  To assist you further, could you please provide us with you",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
198,Help MocoQueen <help@mocoqueen.com>,"Dear Erynn,  Thank you for your patience, and we appreciate you reaching out!  After reviewing the shipping status, we can confirm that the tracking i",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
199,Help MocoQueen <help@mocoqueen.com>,"Dear Sierra,  Thank you for your kind words🫶🏻💗💗  If you are satisfied with our customer service, I would appreciate it if you could take a moment to c",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
200,Help MocoQueen <help@mocoqueen.com>,"Dear Sierra,  Thank you so much for your reply, and we truly appreciate your decision to proceed with the store credit — we’re so glad we could find a",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
201,Mail Delivery Subsystem <mailer-daemon@googlemail.com>,"** Recipient inbox full **  Your message couldn't be delivered to chelsleigh_ann@icloud.com. Their inbox is full, or it's getting too much mail right",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
202,Help MocoQueen <help@mocoqueen.com>,"Dear Tanya,  Thank you so much for your quick response, and I’m truly sorry again for the trouble this has caused 😢  Yes, please kindly send us a clea",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
203,Help MocoQueen <help@mocoqueen.com>,"Dear Ashley,  Thank you so much for your message, and I'm truly sorry to hear about the delay with your order. I completely understand your frustratio",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
204,Help MocoQueen <help@mocoqueen.com>,"Dear Lucy,  Thank you very much for your interest and enthusiasm for our products. We truly value your support.  Regarding your inquiry about prescrip",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
205,Help MocoQueen <help@mocoqueen.com>,"Dear April,  Thank you for bringing this matter to our attention, and we sincerely apologize for the inconvenience caused by the issue you have experi",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
206,•Royale Maya• <piercelamaya@gmail.com>,"Okay thank you so much  On Sun, Apr 27, 2025 at 11:05 PM Help MocoQueen <help@mocoqueen.com> wrote:  > Dear •Royale, > > Thank you so much for your me",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
207,Help MocoQueen <help@mocoqueen.com>,"Dear Wendy,  Thank you for your message and for confirming that the lenses are still unopened. We truly appreciate your careful handling of the items.",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
208,Help MocoQueen <help@mocoqueen.com>,"Dear Willa,  On behalf of our team, I extend our sincerest gratitude to you! Thank you for taking the time to participate in our survey and for expres",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
209,Help MocoQueen <help@mocoqueen.com>,"Dear Roger,  Thank you for reaching out to us, and we sincerely apologize for the inconvenience.  We’ve looked into your order (#135838), and it has a",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
210,Help MocoQueen <help@mocoqueen.com>,"Dear LEX, Thank you for ordering our products.We have checked your *order number * *131368*  and found that the shipment has been returned to our ware",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
211,Help MocoQueen <help@mocoqueen.com>,"Dear Caden,  Thank you for reaching out. We apologize for any inconvenience. We have verified that order #136821 has already been shipped, and the tra",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
212,Help MocoQueen <help@mocoqueen.com>,"Dear Marvin,  Thank you for reaching out to us! 😊  We’ve checked your order (#133891), and it appears that it was placed as a guest, which is why it’s",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
213,Help MocoQueen <help@mocoqueen.com>,"Dear yadid,  Thank you so much for contacting us, and I’m truly sorry to hear that you had a difficult experience with the *Demon Slayer Rengoku Red Y",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
214,Help MocoQueen <help@mocoqueen.com>,"Dear Zachary,  We have processed a refund for your order. The refund will be credited back to the original payment method used for your purchase.  Typ",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
215,Help MocoQueen <help@mocoqueen.com>,"---------- Forwarded message --------- From: <no-reply@goaffpro.com> Date: Mon, May 19, 2025 at 11:41 AM Subject: [General] New message from Avey To:",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
